Accounting_and_Auditing,Advertising_and_Marketing,Aerospace_and_Defense,Aging_and_Geriatrics,Agriculture_and_Forestry,Air_Travel,Alcoholic_Beverages,Alternative_and_Natural_Medicine,Animal_Products_and_Services,Antiques_and_Collectibles,Apartments_and_Residential_Rentals,Apparel,Arcade_and_Coin-Op_Games,Arts_and_Entertainment,Astronomy,Auctions,Automotive_Industry,Autos_and_Vehicles,Banking,Beauty_and_Fitness,Beauty_Pageants,Bed_and_Bath,Bicycles_and_Accessories,Biographies_and_Quotations,Biological_Sciences,Blogging_Resources_and_Services,Board_Games,Boats_and_Watercraft,Body_Art,Book_Retailers,Books_and_Literature,Bowling,Broadcast_and_Network_News,Bus_and_Rail,Business_and_Industrial,Business_Education,Business_Finance,Business_News,Business_Operations,Business_Services,CAD_and_CAM,Campers_and_RVs,Candy_and_Sweets,Car_Rental_and_Taxi_Services,Card_Games,Carpooling_and_Ridesharing,Celebrities_and_Entertainment_News,Chemicals_Industry,Chemistry,Children's_Literature,Classic_Vehicles,Classifieds,Clubs_and_Nightlife,Clubs_and_Organizations,College_Sports,Combat_Sports,Comics_and_Animation,Commercial_and_Investment_Real_Estate,Commercial_Vehicles,Communications_Equipment,Computer_and_Video_Games,Computer_Hardware,Computer_Science,Computer_Security,Computers_and_Electronics,Construction_and_Maintenance,Consumer_Electronics,Consumer_Resources,"Contests,_Awards_and_Prizes",Cooking_and_Recipes,Cosmetic_Procedures,Cosmetology_and_Beauty_Professionals,Crafts,Credit_and_Lending,Cruises_and_Charters,Culinary_Training,Currencies_and_Foreign_Exchange,Custom_and_Performance_Vehicles,Cycling,Dating_and_Personals,Directories_and_Listings,Disabled_and_Special_Needs,Domestic_Services,Earth_Sciences,E-Books,Ecology_and_Environment,Education,Electronics_and_Electrical,Email_and_Messaging,Energy_and_Utilities,Engineering_and_Technology,Enterprise_Technology,Entertainment_Industry,Entertainment_Media,Ethnic_and_Identity_Groups,Events_and_Listings,Extreme_Sports,Face_and_Body_Care,Family_and_Relationships,Family-Oriented_Games_and_Activities,Fan_Fiction,Fantasy_Sports,Fashion_and_Style,File_Sharing_and_Hosting,Finance,Financial_Planning,Fitness,Food_and_Drink,Forum_and_Chat_Providers,Fun_and_Trivia,Games,Gardening_and_Landscaping,General_Reference,Geographic_Reference,Gifts_and_Special_Event_Items,Gossip_and_Tabloid_News,Government,Grants_and_Financial_Assistance,Grocery_and_Food_Retailers,Hair_Care,Health,Health_Conditions,Health_Education_and_Medical_Training,Health_Foundations_and_Medical_Research,Health_News,Hobbies_and_Leisure,Home_and_Garden,Home_Appliances,Home_Furnishings,Home_Improvement,Home_Storage_and_Shelving,Homemaking_and_Interior_Decor,Hospitality_Industry,Hotels_and_Accommodations,Humanities,Humor,HVAC_and_Climate_Control,Hybrid_and_Alternative_Vehicles,Individual_Sports,Industrial_Materials_and_Equipment,Insurance,Internet_and_Telecom,Investing,Jobs,Jobs_and_Education,Journalism_and_News_Industry,Kids_and_Teens,Kitchen_and_Dining,Language_Resources,Laundry,Law_and_Government,Legal,Libraries_and_Museums,Literary_Classics,Live_Sporting_Events,Local_News,Luggage_and_Travel_Accessories,Luxury_Goods,Magazines,Manufacturing,Mass_Merchants_and_Department_Stores,Mathematics,Medical_Devices_and_Equipment,Medical_Facilities_and_Services,Medical_Literature_and_Resources,Men's_Health,Mental_Health,Metals_and_Mining,Microcars_and_City_Cars,Military,Mobile_and_Wireless,Motor_Sports,Motorcycles,Movies,Music_and_Audio,Networking,News,Newspapers,Non-Alcoholic_Beverages,Nursery_and_Playroom,Nursing,Nutrition,Offbeat,Off-Road_Vehicles,Online_Communities,Online_Games,Online_Goodies,Online_Journals_and_Personal_Sites,Online_Media,Oral_and_Dental_Care,Outdoors,Paintball,Party_Games,Pediatrics,People_and_Society,Performing_Arts,Personal_Aircraft,Pest_Control,Pets,Pets_and_Animals,Pharmaceuticals_and_Biotech,Pharmacy,Photo_and_Video_Services,Photo_and_Video_Sharing,Photographic_and_Digital_Arts,Physics,Poetry,Politics,Printing_and_Publishing,Professional_and_Trade_Associations,Programming,Property_Development,Property_Inspections_and_Appraisals,Property_Management,Public_Health,Public_Safety,Puzzles_and_Brainteasers,Radio_Control_and_Modeling,Real_Estate,Real_Estate_Agencies,Real_Estate_Listings,Recreational_Aviation,Reference,Religion_and_Belief,Reproductive_Health,Restaurants,Retail_Trade,Retirement_and_Pension,Roleplaying_Games,Running_and_Walking,Science,Scientific_Equipment,Scientific_Institutions,Scooters_and_Mopeds,Search_Engines,Seniors_and_Retirement,Service_Providers,Shopping,Shopping_Portals_and_Search_Engines,Small_Business,Social_Issues_and_Advocacy,Social_Networks,Social_Sciences,Social_Services,Software,Spas_and_Beauty_Services,Special_Occasions,Specialty_Travel,Sporting_Goods,Sports,Sports_Coaching_and_Training,Sports_News,Subcultures_and_Niche_Interests,Substance_Abuse,Swap_Meets_and_Outdoor_Markets,Swimming_Pools_and_Spas,Table_Games,Team_Sports,Technical_Reference,Technology_News,Teleconferencing,Textiles_and_Nonwovens,Ticket_Sales,Timeshares_and_Vacation_Properties,Tobacco_Products,Tourist_Destinations,Toys,Transportation_and_Logistics,Travel,Travel_Agencies_and_Services,Travel_Guides_and_Travelogues,Trucks_and_SUVs,TV_and_Video,Vehicle_Brands,Vehicle_Codes_and_Driving_Laws,Vehicle_Licensing_and_Registration,Vehicle_Maintenance,Vehicle_Parts_and_Accessories,Vehicle_Shopping,Vehicle_Shows,Virtual_Worlds,Vision_Care,Visual_Art_and_Design,Water_Activities,Water_Sports,Weather,Web_Apps_and_Online_Tools,Web_Portals,Web_Services,Weight_Loss,Wholesalers_and_Liquidators,Wildlife,Winter_Sports,Women's_Health,World_News,World_Sports_Competitions,Writers_Resources,Yard_and_Patio,
56,52,76,32,19,41,48,67,42,48,47,29,62,39,52,32,44,36,57,37,71,29,26,41,34,60,32,31,71,50,42,41,81,57,34,15,78,15,45,56,53,71,38,73,85,39,48,35,32,18,24,40,51,29,20,20,40,71,61,21,88,29,34,100,51,56,86,60,65,62,96,56,48,46,25,29,28,38,83,85,66,27,29,24,10,29,36,23,24,25,0,7,72,53,73,73,66,37,32,48,82,48,98,87,78,100,48,96,85,76,52,32,62,55,44,58,23,46,52,52,46,85,48,85,72,38,40,40,100,70,83,49,52,77,55,67,55,69,64,54,67,61,67,55,50,25,34,26,25,65,26,53,14,75,18,29,34,19,35,53,29,84,73,94,83,78,59,86,91,65,48,67,91,47,73,48,82,48,24,49,43,34,39,55,64,66,25,44,44,46,65,77,37,31,51,100,50,59,37,28,37,30,6,38,65,43,35,34,53,14,18,13,36,34,28,22,53,52,42,56,52,61,64,45,34,89,81,42,52,80,33,31,44,50,25,70,46,50,28,63,30,26,100,21,29,41,22,46,49,22,48,33,35,81,42,24,19,56,64,29,50,58,53,49,20,74,50,56,54,39,24,67,34,97,44,16,43,16,10,30,11,28,42,33,14,14,2,25,20,18,24,34,23,23,38,32,33,23,42
52,49,70,33,21,36,40,65,39,46,43,25,61,39,60,29,53,52,80,40,79,29,30,44,38,65,36,38,90,57,50,56,94,64,41,19,89,13,54,63,72,75,40,67,100,53,61,32,31,21,21,35,54,25,20,18,30,67,54,41,92,30,35,64,45,55,74,67,63,58,75,59,40,47,23,28,28,40,57,70,71,26,26,24,8,28,36,21,21,22,0,7,59,30,59,59,63,34,29,44,64,44,96,88,80,91,52,67,92,88,49,32,53,52,40,46,22,39,47,48,45,69,44,82,52,42,38,30,60,68,69,51,47,79,59,79,67,64,50,56,61,69,73,60,51,32,39,26,28,56,31,68,15,78,18,29,36,20,39,50,45,100,79,91,100,78,69,100,97,75,62,73,93,52,100,94,100,46,20,52,42,28,37,41,59,46,27,41,37,48,56,57,40,33,56,74,43,50,34,26,35,26,5,32,71,36,34,34,47,15,17,13,34,34,26,18,51,50,43,59,43,55,65,47,27,94,73,35,63,84,36,33,46,54,29,82,72,47,31,63,31,24,82,21,28,37,19,49,35,20,43,28,33,67,36,22,19,58,73,27,53,61,48,59,21,85,49,57,60,63,25,63,34,94,41,16,46,16,10,36,12,41,43,29,18,18,2,30,23,20,36,37,22,31,44,38,41,27,47
50,52,72,31,26,32,40,58,37,46,37,23,54,31,63,26,53,60,98,43,86,28,30,43,37,61,36,37,93,63,56,71,95,65,43,16,92,14,64,66,85,77,37,68,100,57,54,28,31,20,20,31,51,20,21,12,19,62,50,22,77,30,37,50,45,55,65,72,62,51,78,60,38,44,22,29,28,39,57,63,69,25,24,23,8,27,37,21,20,21,2,7,61,25,63,63,59,38,27,49,68,51,89,78,73,80,54,65,93,89,45,30,48,49,36,35,20,34,42,43,46,68,46,81,45,45,38,23,55,78,77,52,45,69,56,93,67,66,49,54,68,79,75,57,55,40,46,28,28,44,29,72,16,71,18,28,36,18,30,43,51,88,79,84,70,69,65,96,92,71,74,64,94,45,96,100,81,42,20,42,41,26,38,35,50,33,27,35,30,52,54,45,43,34,60,65,44,57,30,25,40,27,6,34,69,46,34,36,45,13,18,11,31,32,26,14,50,48,57,61,37,50,64,60,24,88,73,34,71,88,40,35,51,58,32,84,81,42,29,54,34,22,69,24,27,32,17,41,22,20,38,21,33,34,27,22,17,59,70,25,52,60,40,46,100,78,49,48,57,78,26,63,33,91,42,15,44,17,11,38,12,56,39,27,20,20,1,38,27,24,45,45,22,36,48,44,51,29,55
50,55,75,34,25,32,39,61,38,48,38,24,56,31,62,26,47,62,94,44,81,29,33,42,35,59,36,38,99,64,59,68,97,65,44,17,85,14,67,70,77,76,39,64,91,58,52,28,29,21,18,29,51,19,19,10,18,63,51,21,79,30,38,52,46,55,68,68,63,51,79,59,40,46,25,28,28,42,63,64,71,25,24,23,8,26,37,19,20,20,0,7,61,31,61,61,61,38,30,53,66,54,89,79,76,82,51,68,91,88,44,30,49,60,33,33,20,34,43,43,44,72,49,82,48,47,40,23,62,82,93,56,46,74,60,98,71,66,50,57,64,83,79,56,56,41,45,28,28,46,27,71,15,69,19,28,35,19,28,48,52,82,85,84,64,75,70,91,99,72,82,67,97,48,89,81,65,44,20,43,42,25,38,36,48,35,27,35,30,56,55,48,41,34,54,71,44,52,34,25,35,26,6,45,64,35,33,36,46,13,17,12,32,29,26,14,49,50,49,60,34,51,66,45,25,94,68,35,69,92,40,35,55,57,33,94,77,40,29,55,33,21,67,25,26,31,21,40,22,20,39,21,32,29,31,24,20,55,72,28,54,60,41,40,28,69,48,51,52,78,36,64,31,90,47,16,46,17,14,37,21,53,45,36,20,20,1,35,25,24,42,38,21,35,59,45,52,28,55
48,54,80,33,24,36,36,55,35,46,40,25,58,33,63,27,46,50,93,42,82,30,33,43,36,61,38,34,95,62,54,62,92,64,42,17,79,14,61,71,73,68,39,60,89,56,48,28,31,21,18,32,51,22,19,17,23,61,52,22,76,31,33,47,46,56,64,65,68,48,77,65,43,45,24,32,31,41,56,59,66,26,24,25,8,27,36,21,21,23,0,6,59,22,56,56,59,39,31,53,62,49,92,80,72,80,53,62,96,89,45,32,49,53,33,52,20,34,42,44,45,68,47,76,43,48,37,23,53,78,78,54,48,74,58,97,63,69,51,53,65,85,76,54,57,44,47,29,27,44,26,68,16,67,21,26,37,19,27,47,45,80,86,77,57,72,67,84,100,70,64,66,98,51,79,49,65,48,20,42,46,31,40,40,57,59,24,50,45,55,53,49,42,32,53,65,42,51,34,26,34,26,8,59,66,36,34,36,49,15,19,12,34,29,25,17,49,49,45,58,43,52,65,46,25,88,71,38,68,87,38,35,51,61,35,87,72,45,28,57,35,22,76,25,25,34,19,42,41,20,40,29,31,49,29,26,19,56,68,23,50,64,41,42,30,68,58,52,52,75,35,64,32,85,58,21,45,18,29,40,18,46,42,53,18,18,1,38,26,25,43,33,20,35,56,45,47,28,53
50,45,77,34,25,39,35,60,37,48,45,23,59,35,58,24,35,38,77,41,78,27,32,42,30,58,34,35,88,57,56,54,87,60,38,16,81,14,56,65,69,63,35,59,84,53,46,37,31,19,23,34,53,23,19,31,46,61,52,20,79,31,32,41,48,53,61,61,59,51,69,60,36,45,22,32,31,41,49,55,61,28,26,24,8,27,35,21,23,26,0,7,58,22,52,52,55,33,25,52,58,47,83,75,72,74,52,57,88,84,47,34,45,50,33,68,20,33,39,38,43,68,50,72,39,44,35,25,50,78,81,51,52,71,56,89,59,67,52,52,59,78,79,51,50,43,48,31,26,44,24,58,16,64,18,25,36,18,31,50,35,74,77,77,49,68,66,78,90,67,53,62,91,44,68,34,60,46,19,46,42,35,39,36,68,96,26,54,53,54,52,46,43,31,49,60,40,49,31,27,34,23,9,67,56,34,33,35,61,15,18,15,31,31,24,16,50,50,45,57,53,52,67,47,29,89,67,36,61,77,38,33,49,59,29,82,61,51,26,66,34,27,99,27,27,45,20,51,78,22,47,53,34,91,44,30,20,53,68,21,47,58,41,40,30,63,61,47,46,68,35,59,31,80,73,27,43,17,50,39,25,40,52,75,16,16,1,33,25,25,35,31,18,33,46,47,42,28,51
47,57,67,29,22,33,39,59,35,53,38,22,52,31,53,24,29,28,64,37,75,26,31,38,27,57,30,31,83,53,52,52,86,55,37,16,76,12,53,64,68,66,34,54,80,51,42,29,28,17,20,27,48,21,17,20,34,51,52,21,73,27,29,40,43,50,55,58,57,44,68,56,36,44,23,28,28,37,46,53,59,23,22,20,7,24,34,18,18,20,0,6,52,20,52,52,55,33,25,51,50,48,81,71,74,76,45,56,82,82,41,30,46,49,29,45,18,30,40,36,42,64,46,68,38,44,33,23,46,77,83,52,48,68,51,90,55,68,46,51,60,76,77,51,50,47,47,25,26,40,18,52,15,59,17,24,33,16,40,49,27,67,71,69,39,70,60,74,82,64,52,62,87,39,57,24,47,41,17,41,42,26,35,29,50,53,23,36,35,48,49,51,39,28,48,48,47,62,31,24,30,24,15,57,55,31,30,36,47,16,17,11,30,27,22,14,45,47,41,54,40,52,59,42,25,79,60,33,56,76,37,30,45,53,29,74,54,43,24,56,30,24,79,23,24,36,23,43,65,19,39,28,32,62,37,25,17,54,71,21,44,54,35,40,26,66,49,44,41,58,39,59,30,75,65,35,39,14,27,29,20,42,54,73,14,14,1,31,25,23,37,27,16,32,41,43,36,27,50
45,66,67,28,21,32,36,51,32,37,35,20,53,30,51,21,29,24,50,35,68,22,30,37,24,53,29,30,79,49,43,43,79,52,34,13,71,13,49,59,59,66,33,51,72,51,38,26,27,17,18,24,48,19,19,15,26,50,45,20,59,24,26,32,40,42,49,51,50,39,72,49,34,39,26,24,29,40,44,47,57,23,19,21,7,28,33,17,16,17,1,5,49,17,50,50,54,30,21,47,52,44,82,68,70,82,42,62,81,72,43,26,58,49,34,37,18,34,39,34,43,60,43,63,37,36,30,21,42,70,86,50,43,59,44,83,49,62,44,50,59,70,67,50,52,41,40,24,26,44,17,47,14,57,17,25,29,16,45,53,23,69,77,68,32,80,60,74,85,67,45,73,85,42,43,21,41,39,17,40,39,24,32,27,43,36,23,31,30,45,49,60,36,30,40,43,100,84,30,23,30,25,100,46,52,93,29,35,41,14,16,11,28,29,21,11,45,44,39,49,36,45,56,40,22,78,58,29,49,62,33,28,39,47,25,64,50,41,22,53,28,24,72,20,22,29,16,33,42,16,34,20,29,50,29,21,15,58,72,21,41,60,36,44,26,88,47,45,42,48,25,56,37,92,58,35,51,14,22,29,25,30,50,60,13,13,1,28,24,21,33,23,14,27,43,35,32,25,43
49,50,72,30,21,34,34,59,35,39,37,24,54,31,51,20,29,22,50,37,72,24,32,40,23,56,33,31,83,51,46,43,77,53,36,13,78,12,50,63,64,74,38,54,77,56,38,27,25,20,18,26,49,19,23,15,21,58,48,19,58,29,28,56,39,48,50,53,52,43,71,52,36,41,34,26,30,43,47,48,77,24,19,22,7,29,33,17,16,17,0,6,56,21,55,55,56,36,22,48,57,52,93,86,93,90,43,65,91,82,46,29,63,53,34,37,19,45,45,38,46,64,42,72,41,37,30,22,45,73,89,51,44,65,49,85,49,71,47,54,60,71,71,57,54,42,39,22,31,49,16,49,15,62,19,29,32,15,57,62,23,70,79,63,29,77,62,76,92,69,48,78,84,40,41,20,38,40,19,42,41,24,37,25,45,35,22,31,28,44,48,50,36,29,43,48,41,47,32,21,31,22,6,51,62,34,30,32,43,13,16,11,29,36,21,13,45,43,41,52,40,48,54,39,21,84,62,32,50,65,34,29,40,50,27,65,53,43,23,61,28,22,71,20,24,29,26,31,33,15,35,20,34,41,28,22,15,63,82,23,43,62,38,54,30,89,52,54,47,43,27,61,47,90,63,46,39,14,23,26,29,25,58,65,12,12,1,29,24,21,33,24,15,29,46,35,34,30,45
49,59,73,30,20,32,35,57,35,45,37,22,60,28,49,29,27,25,59,36,72,25,33,38,23,56,31,26,79,53,51,55,81,51,37,15,77,13,57,79,65,68,40,64,85,52,52,29,29,19,16,27,51,20,19,17,20,57,49,19,60,27,29,58,44,52,50,56,53,53,68,52,36,43,28,26,33,37,53,48,62,23,21,21,7,26,34,16,17,18,0,6,63,41,54,54,59,39,28,52,82,53,85,68,70,81,51,57,87,82,46,29,55,55,32,37,20,33,44,37,44,68,42,71,43,56,29,23,46,77,83,55,44,69,61,91,52,68,49,54,58,76,70,50,57,54,43,26,57,45,16,48,15,60,16,27,33,15,29,47,26,69,81,63,32,73,65,75,94,68,49,66,90,43,42,23,38,41,19,43,38,25,34,27,45,34,22,33,30,47,59,66,40,30,47,54,48,69,32,24,34,24,10,54,61,42,29,38,44,12,17,11,30,29,22,12,44,43,43,55,34,49,60,46,22,82,60,31,57,76,39,31,42,51,28,76,63,43,22,57,29,24,78,22,23,29,15,32,37,16,39,22,33,44,29,22,17,50,65,23,43,56,40,39,25,61,46,46,40,46,24,58,30,74,66,43,46,15,17,28,19,30,67,73,14,14,1,30,24,22,35,25,16,31,41,37,36,28,47
44,40,73,34,22,32,33,55,35,44,36,21,57,26,53,28,25,27,62,36,72,23,35,37,25,67,33,24,92,54,51,50,77,53,39,16,80,12,56,74,68,62,38,61,84,60,49,27,27,17,17,26,54,21,17,17,26,57,50,22,64,26,31,50,45,48,54,62,65,44,68,61,37,48,33,25,38,37,48,46,63,22,23,20,8,25,34,17,17,18,0,6,67,65,52,52,58,42,26,51,89,54,85,66,81,76,49,58,86,81,42,31,51,55,30,36,19,30,42,36,44,67,46,71,47,62,31,23,46,79,76,53,45,66,58,90,56,70,47,52,57,77,74,49,55,58,46,25,27,42,16,44,14,60,15,25,34,15,33,45,28,71,75,62,37,73,62,76,83,63,53,64,86,40,40,27,40,38,20,41,36,24,32,27,42,38,24,33,31,48,46,44,39,27,46,50,43,47,33,23,51,22,4,48,83,35,28,32,41,12,17,10,31,26,21,13,48,49,45,54,36,50,61,40,23,81,62,31,59,79,40,32,46,55,29,76,63,41,22,55,30,22,76,23,25,32,16,37,43,17,45,23,32,50,34,23,18,48,63,22,46,54,36,43,25,53,47,50,37,45,28,57,29,72,58,40,46,16,15,32,18,44,46,54,14,14,1,32,27,24,38,25,17,34,40,38,37,30,49
43,36,77,43,25,30,32,52,32,39,34,21,52,26,60,26,31,35,70,38,87,27,35,38,32,59,34,29,91,59,54,55,89,61,43,20,82,12,63,71,75,67,36,61,80,62,50,26,24,17,26,24,48,21,18,17,25,62,46,18,71,27,30,72,44,54,54,57,53,62,72,54,35,47,45,27,33,37,47,46,62,22,23,21,7,26,32,18,18,18,0,6,71,78,57,57,57,38,27,52,72,55,79,66,74,71,47,54,85,85,41,32,45,53,28,36,18,29,41,36,47,68,45,70,49,59,30,22,43,79,72,54,46,67,59,91,61,74,46,52,59,82,73,47,55,60,51,26,27,38,19,51,13,60,16,26,33,17,29,41,31,82,71,70,57,64,62,76,82,62,46,59,85,40,52,38,61,38,18,43,35,24,33,27,45,37,23,33,31,46,52,63,37,27,46,50,39,44,32,23,29,22,3,53,64,30,27,30,39,12,16,10,28,27,19,11,44,48,42,55,40,46,61,40,21,85,59,33,67,84,40,30,48,53,27,80,68,42,22,55,30,20,73,24,25,32,16,38,38,17,38,22,30,49,33,23,17,50,66,23,45,52,32,39,26,58,45,45,41,58,37,57,29,74,57,65,45,16,17,33,18,43,42,53,15,15,2,38,32,24,48,27,21,41,44,42,44,33,54
45,37,82,38,30,31,34,56,34,39,35,22,51,25,62,26,34,37,76,39,88,28,37,41,34,60,34,32,95,61,57,55,94,63,42,20,80,12,61,72,83,73,37,57,87,71,51,27,24,17,15,25,50,24,18,17,24,59,48,20,78,28,30,37,42,47,57,63,56,49,70,60,39,48,51,26,31,40,50,46,65,23,23,20,8,26,33,19,17,18,0,6,62,50,54,54,57,36,25,52,61,54,84,70,78,72,44,60,88,86,42,30,47,50,31,37,18,28,42,35,51,67,48,74,48,47,33,22,46,79,77,52,47,68,59,93,68,72,45,51,62,81,75,55,56,61,53,26,28,35,20,53,15,61,16,24,35,18,33,41,35,79,72,80,79,68,60,85,81,61,52,59,88,39,66,44,69,39,18,41,35,24,31,26,45,41,22,34,32,47,47,40,41,29,48,46,35,42,30,23,30,22,3,59,64,33,27,31,41,11,16,10,29,26,19,11,45,50,41,59,35,48,62,40,22,86,60,35,66,89,41,30,50,54,32,88,72,41,24,53,30,20,74,28,23,33,17,41,36,17,40,27,30,46,32,26,18,52,70,22,47,56,32,45,26,59,48,43,42,70,61,61,29,80,59,32,54,17,17,36,22,42,46,55,15,15,2,41,35,25,51,41,21,43,47,41,45,35,58
43,36,68,32,33,31,33,52,33,42,36,22,52,25,65,24,33,43,77,40,87,26,40,39,33,53,35,32,96,56,51,50,91,59,42,22,81,20,61,70,84,74,39,54,86,67,50,25,24,17,15,23,49,20,17,15,19,56,48,22,77,29,29,32,40,47,54,62,63,43,75,62,37,51,35,26,30,41,50,46,63,22,22,19,8,22,33,16,16,17,0,6,54,43,50,50,57,34,23,49,59,48,85,74,73,70,49,56,86,93,42,29,43,50,29,37,20,28,40,37,52,63,43,73,42,46,30,21,44,77,66,52,47,73,57,86,70,68,42,50,58,76,73,53,61,58,55,24,30,35,20,60,13,72,15,24,35,18,34,40,38,75,73,77,76,65,58,78,82,58,59,59,91,40,78,62,71,36,19,39,34,23,30,24,43,38,22,34,29,50,41,34,35,29,43,43,34,38,29,23,29,20,3,61,65,28,27,31,41,12,16,10,28,27,19,11,45,48,40,57,32,48,60,36,20,85,62,38,66,92,40,27,47,54,31,81,72,38,21,48,30,18,67,24,23,30,19,41,29,16,40,22,32,43,30,22,17,51,67,18,45,56,31,49,29,57,45,40,42,80,58,62,28,85,62,21,44,17,16,37,31,52,43,59,16,16,1,44,37,26,51,70,26,44,52,46,51,34,57
44,35,69,31,41,28,34,51,33,41,34,24,53,26,58,25,31,48,84,41,86,28,37,40,31,51,35,35,96,57,55,54,95,60,42,22,92,14,64,69,83,85,37,60,86,64,53,23,24,18,15,25,49,16,16,11,15,57,45,17,69,28,28,28,42,45,54,66,63,41,74,61,36,51,31,25,30,42,49,45,66,21,21,19,9,23,32,16,17,17,0,9,54,30,52,52,60,32,22,53,60,44,82,72,76,67,46,53,88,94,38,27,41,49,27,29,18,29,38,38,51,65,45,71,40,46,30,20,43,76,68,54,44,65,53,90,73,67,39,52,58,73,79,51,56,60,58,25,26,34,19,60,13,61,15,23,36,19,29,41,45,75,69,79,61,64,56,78,77,57,78,56,89,38,85,80,62,36,19,38,36,23,32,26,39,32,22,29,24,51,39,31,35,30,47,42,35,38,29,21,31,21,3,66,68,34,26,29,39,11,16,9,28,26,19,11,42,48,41,56,28,44,62,35,17,84,58,34,65,87,38,27,46,60,30,82,71,37,21,46,32,17,61,25,22,26,17,37,19,16,38,19,31,26,24,23,16,51,67,18,40,49,30,41,30,57,45,43,40,79,63,59,30,77,63,18,59,17,15,40,19,45,41,62,21,21,3,47,39,31,50,57,29,42,54,48,56,36,58
45,38,71,33,41,28,37,59,34,41,34,24,51,26,59,24,32,47,87,41,85,30,37,40,31,58,35,36,92,60,56,56,92,64,42,23,91,14,69,71,86,97,41,59,94,64,50,22,23,20,15,24,54,16,16,9,13,55,44,21,70,28,29,30,42,45,55,64,62,41,80,60,40,51,33,27,32,42,49,49,61,21,21,19,7,23,32,16,16,16,0,6,57,30,52,52,60,33,25,54,51,45,86,78,80,74,47,59,96,96,42,28,45,53,30,29,18,32,38,38,54,66,45,79,41,46,31,21,47,76,74,51,45,72,57,97,84,70,43,54,63,78,78,52,55,63,64,26,27,37,21,67,14,64,15,24,34,21,27,50,48,75,78,79,54,66,57,75,84,59,64,60,100,41,86,61,56,38,18,40,37,22,33,24,41,27,24,30,25,53,41,33,37,30,45,41,35,40,31,22,34,21,3,55,72,29,27,32,40,12,17,9,33,27,19,12,45,51,43,60,32,44,64,39,18,86,62,37,66,91,40,28,48,61,34,83,76,39,22,48,33,18,64,29,23,26,16,41,16,16,38,22,30,21,23,22,16,51,70,19,40,52,35,39,27,59,46,58,43,89,58,65,31,87,67,19,46,20,19,43,23,45,40,57,29,29,25,49,42,32,52,41,32,45,76,53,63,36,66
45,37,78,34,38,30,34,53,33,40,34,24,49,25,59,25,32,40,76,44,88,28,38,40,31,54,34,36,92,57,57,52,92,62,38,23,87,13,65,69,89,88,36,57,94,61,46,23,25,22,15,30,50,18,17,11,15,57,48,17,71,28,30,29,42,47,54,61,61,41,74,60,42,47,52,27,32,40,50,49,61,21,20,20,7,23,34,16,16,17,0,5,51,24,51,51,55,31,28,54,50,46,87,72,75,75,47,58,90,96,42,30,42,53,30,32,17,28,38,36,52,68,45,75,48,49,35,22,54,85,87,57,46,73,57,96,70,82,47,55,61,77,76,49,53,58,55,28,29,38,19,55,13,59,16,23,36,24,27,47,38,74,75,78,49,67,59,76,89,62,61,58,100,42,87,43,48,38,18,43,37,24,34,25,41,32,22,42,38,54,42,34,36,31,46,42,37,48,30,24,32,23,3,63,65,31,27,33,39,12,17,10,32,26,19,11,44,51,41,59,32,48,65,39,19,88,59,36,64,91,39,29,47,62,33,79,75,40,21,54,32,18,71,28,23,27,17,39,22,16,37,28,30,29,24,23,17,52,71,19,40,50,34,37,26,62,47,44,44,76,55,60,30,84,65,24,45,18,40,36,26,44,44,59,21,21,21,44,37,33,44,36,27,45,78,45,51,32,60
47,35,73,37,38,31,33,53,34,39,36,24,53,27,53,25,28,31,69,40,82,26,35,38,28,52,32,33,90,55,54,49,92,61,41,23,88,13,55,69,83,90,41,53,90,58,45,25,24,19,16,30,44,19,18,16,27,56,49,20,72,29,31,27,45,47,54,59,60,43,74,60,41,48,38,29,32,41,51,49,61,22,22,19,8,22,33,17,18,19,0,6,55,23,53,53,58,33,23,55,50,46,89,72,74,83,51,59,90,90,41,32,40,51,28,40,18,28,40,36,51,71,48,71,45,47,37,25,51,90,90,56,50,80,55,90,64,77,47,55,60,79,79,49,53,53,57,29,34,37,18,50,14,57,16,23,33,21,31,43,30,74,70,77,45,65,57,77,79,65,52,59,94,40,81,33,49,40,18,42,41,24,33,27,47,44,22,43,40,54,42,33,38,29,48,38,34,44,32,23,34,22,4,65,62,32,27,32,39,12,17,10,32,26,19,10,48,50,42,56,37,49,67,40,22,84,58,33,60,84,44,32,50,59,29,76,66,42,20,55,34,21,77,32,23,34,17,43,49,18,40,25,32,52,34,29,19,52,72,19,41,51,34,41,27,59,50,43,42,74,52,59,28,76,75,55,41,17,45,37,39,44,63,80,15,15,2,39,34,33,42,37,25,41,55,46,44,32,54
